NOTCH1|4851
NPC1|4864
NPDC1|56654
NPEPL1|79716
NPRL2|10641
NR1H2|7376
NR2F6|2063
NR3C1|2908
NRAS|4893
NRIP1|8204
NSDHL|50814
NT5DC2|64943
NUCB2|4925
NUDCD3|23386
NUDT9|53343
NUP133|55746
NUP62|23636
NUP85|79902
NUP88|4927
NUP93|9688
NUSAP1|51203
NVL|4931
OXA1L|5018
OXCT1|5019
OXSR1|9943
P4HA2|8974
P4HTM|54681
PACSIN3|29763
PAF1|54623
PAFAH1B1|5048
PAFAH1B3|5050
PAICS|10606
PAK1|5058
PAK4|10298
PAK6|56924
PAN2|9924
PAPD7|11044
PARP1|142
PARP2|10038
PAX8|7849
PCBD1|5092
PCCB|5096
PCK2|5106
PCM1|5108
PCMT1|5110
PCNA|5111
PDGFA|5154
PDHX|8050
PDIA5|10954
PDLIM1|9124
PDS5A|23244
PECR|55825
PEX11A|8800
PFKL|5211
PGAM1|5223
PGM1|5236
PGRMC1|10857
PHGDH|26227
PHKA1|5255
PHKB|5257
PHKG2|5261
PIGB|9488
PIH1D1|55011
PIK3C2B|5287
PIK3C3|5289
PIK3CA|5290
PIK3R3|8503
PIK3R4|30849
PIN1|5300
PIP4K2B|8396
PKIG|11142
PLA2G15|23659
PLA2G4A|5321
PLCB3|5331
PLEKHJ1|55111
PLEKHM1|9842
PLK1|5347
PLOD3|8985
PLP2|5355
PLS1|5357
PLSCR1|5359
PLSCR3|57048
PMAIP1|5366
PMM2|5373
PNKP|11284
PNP|4860
POLB|5423
POLD4|57804
POLE2|5427
POLG2|11232
POLR1C|9533
POLR2I|5438
POLR2K|5440
POP4|10775
PPARD|5467
PPARG|5468
PPIC|5480
PPIE|10450
PPOX|5498
PPP1R13B|23368
PPP2R3C|55012
PPP2R5A|5525
PPP2R5E|5529
PRAF2|11230
PRCP|5547
PRKACA|5566
PRKAG2|51422
PRKCD|5580
PRKCH|5583
PRKX|5613
PROS1|5627
PRPF4|9128
PRSS23|11098
PSIP1|11168
PSMB10|5699
PSMB8|5696
PSMD10|5716
PSMD2|5708
PSMD4|5710
PSMD9|5715
PSME1|5720
PSME2|5721
PSMF1|9491
PSMG1|8624
PSRC1|84722
PTK2B|2185
PTK2|5747
PTPN12|5782
PTPN1|5770
PTPN6|5777
PTPRC|5788
PTPRF|5792
PTPRK|5796
PUF60|22827
PWP1|11137
PXMP2|5827
PXN|5829
PYCR1|5831
PYGL|5836
RAB11FIP2|22841
RAB21|23011
RAB27A|5873
RAB31|11031
RAB4A|5867
RAC2|5880
RAD51C|5889
RAD9A|5883
RAE1|8480
RAI14|26064
RALA|5898
RALB|5899
RALGDS|5900
RAP1GAP|5909
RASA1|5921
RB1|5925
RBKS|64080
RBM15B|29890
RBM34|23029
RBM6|10180
REEP5|7905
RELB|5971
RFC2|5982
RFC5|5985
RFNG|5986
RFX5|5993
RGS2|5997
RHEB|6009
RHOA|387
RNF167|26001
RNH1|6050
RNMT|8731
RNPS1|10921
RPA1|6117
RPA2|6118
RPA3|6119
RPIA|22934
RPL39L|116832
RPN1|6184
RPP38|10557
RPS5|6193
RPS6KA1|6195
RPS6|6194
RRAGA|10670
RRP12|23223
RRP1B|23076
RRP8|23378
RRS1|23212
RSU1|6251
RTN2|6253
RUVBL1|8607
S100A13|6284
S100A4|6275
SACM1L|22908
SATB1|6304
SCAND1|51282
SCARB1|949
SCCPDH|51097
SCP2|6342
SCRN1|9805
SCYL3|57147
SDHB|6390
SENP6|26054
SERPINE1|5054
SESN1|27244
SFN|2810
SGCB|6443
SH3BP5|9467
SHB|6461
SHC1|6464
SIRT3|23410
SKIV2L|6499
SKP1|6500
SLC11A2|4891
SLC1A4|6509
SLC25A13|10165
SLC25A14|9016
SLC25A46|91137
SLC25A4|291
SLC27A3|11000
SLC2A6|11182
SLC35A1|10559
SLC35A3|23443
SLC35B1|10237
SLC35F2|54733
SLC37A4|2542
SLC5A6|8884
SMAD3|4088
SMARCA4|6597
SMARCC1|6599
SMARCD2|6603
SMC1A|8243
SMC3|9126
SMC4|10051
SMNDC1|10285
SNCA|6622
SNX11|29916
SNX13|23161
SNX6|58533
SNX7|51375
SOCS2|8835
SORBS3|10174
SOX4|6659
SPAG7|9552
SPEN|23013
SPP1|6696
SPRED2|200734
SPR|6697
SPTAN1|6709
SPTLC2|9517
SQRDL|58472
SQSTM1|8878
SRC|6714
SSBP2|23635
ST3GAL5|8869
ST6GALNAC2|10610
ST7|7982
STAMBP|10617
STAP2|55620
STAT1|6772
STAT3|6774
STAT5B|6777
STK10|6793
STK25|10494
STMN1|3925
STUB1|10273
STX1A|6804
STX4|6810
STXBP1|6812
STXBP2|6813
SUPV3L1|6832
SUV39H1|6839
SUZ12|23512
SYK|6850
SYNE2|23224
SYPL1|6856
TARBP1|6894
TATDN2|9797
TBC1D9B|23061
TBPL1|9519
TBP|6908
TBX2|6909
TBXA2R|6915
TCEA2|6919
TCEAL4|79921
TCERG1|10915
TCFL5|10732
TCTA|6988
TCTN1|79600
TERF2IP|54386
TESK1|7016
TES|26136
TEX10|54881
TFAP2A|7020
TFDP1|7027
TGFB3|7043
TGFBR2|7048
THAP11|57215
TIAM1|7074
TICAM1|148022
TIMELESS|8914
TIMM17B|10245
TIMM22|29928
TIMM9|26520
TIMP2|7077
TIPARP|25976
TJP1|7082
TLE1|7088
TLK2|11011
TLR4|7099
TM9SF2|9375
TM9SF3|56889
TMCO1|54499
TMED10|10972
TMEM109|79073
TMEM110|375346
TMEM2|23670
TMEM50A|23585
TMEM5|10329
TMEM97|27346
TNFRSF21|27242
TNIP1|10318
TOMM34|10953
TOP2A|7153
TOPBP1|11073
TOR1A|1861
TP53BP1|7158
TP53BP2|7159
TP53|7157
TPD52L2|7165
TPM1|7168
TRAK2|66008
TRAM2|9697
TRAP1|10131
TRAPPC3|27095
TRAPPC6A|79090
TRIB1|10221
TRIB3|57761
TRIM13|10206
TRIM2|23321
TSC22D3|1831
TSEN2|80746
TSKU|25987
TSPAN3|10099
TSPAN4|7106
TSPAN6|7105
TSTA3|7264
TUBB6|84617
TWF2|11344
TXLNA|200081
TXNDC9|10190
TXNL4B|54957
TXNRD1|7296
UBE2A|7319
UBE2C|11065
UBE2J1|51465
UBE2L6|9246
UBE3B|89910
UBE3C|9690
UBQLN2|29978
UBR7|55148
UFM1|51569
UGDH|7358
USP14|9097
USP1|7398
USP22|23326
USP6NL|9712
USP7|7874
UTP14A|10813
VAPB|9217
VAT1|10493
VAV3|10451
VDAC1|7416
VGLL4|9686
VPS28|51160
VPS72|6944
WASF3|10810
WDR61|80349
WDR7|23335
WDTC1|23038
WFS1|7466
WIPF2|147179
WRB|7485
XBP1|7494
XPNPEP1|7511
XPO7|23039
YKT6|10652
YME1L1|10730
YTHDF1|54915
ZDHHC6|64429
ZFP36|7538
ZMIZ1|57178
ZMYM2|7750
ZNF131|7690
ZNF274|10782
ZNF318|24149
ZNF395|55893
ZNF451|26036
ZNF586|54807
ZNF589|51385
ZW10|9183
